"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.737146652043083","0.548675385509795","0.992986355983729","1.17199554693061","1.24859402104803","0.316903457650212","1.09595387244533","1.0067691119076","0.243534904800934","0.0259644631172098","0.158576852711918","0.0978675734500493","0.0317293049002104","0.0469190534859446","0.0553580946090437","0.0926213791920241","0.0851876197416947","0.0794802969070046","0.076267042984395","0.104098347596089","0.069199439251415","0.102735793836957","0.228271311409576","0.117845233410117",
"Aruba","ABW","Agricultural raw materials imports (% of merchandise imports)","TM.VAL.AGRI.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.94462764979241","2.51389151684008","2.516781671669","2.67728416685506","2.77368828590492","0.37877041439368","2.82170580925841","2.64537746282089","2.5406285883527","0.655209722936277","0.830182228273046","0.8275024005237","0.256387543478741","0.303686860279454","0.398227878810062","0.496427303464352","0.33555021011388","0.297791804781088","0.311423300361799","0.350669612939304","0.33958171588062","0.353604049447045","0.332377456326043","0.328433305696306",
"Aruba","ABW","Rural population (% of total population)","SP.RUR.TOTL.ZS","49.224","49.239","49.254","49.27","49.285","49.3","49.315","49.33","49.346","49.361","49.376","49.391","49.407","49.422","49.437","49.452","49.468","49.483","49.498","49.513","49.528","49.544","49.559","49.574","49.589","49.605","49.62","49.635","49.65","49.665","49.681","49.696","50.002","50.412","50.823","51.233","51.644","52.054","52.464","52.873","53.283","53.661","54.028","54.394","54.76","55.125","55.489","55.853","56.217","56.579","56.941","57.06","57.043","57.01","56.959","56.892","56.808","56.707","56.589","56.454","56.303","56.134","55.948","55.746",
"Aruba","ABW","Rural population growth (annual %)","SP.RUR.TOTL.ZG","","2.21123411389883","1.57767852966294","1.42260027722127","1.24582685536872","1.065002347607","0.889749767781535","0.4197886746917","-0.0510994918203139","-0.208074026600002","-0.348897224114454","-0.460213059400067","0.096339121131353","0.893581446184","1.14209493562056","1.16917296387677","0.815979053115323","0.474574927546825","0.472333347716894","0.463598610271803","0.451732134257312","0.585184579993432","0.831452118204729","0.922838689278999","0.798199622246822","0.504647896567577","0.146840610623087","-0.128082990284835","-0.153290296084786","0.440467419407072","1.74272115371939","3.25467165161497","3.98466034855813","3.85936824082318","4.00870351019051","3.88711858979949","3.82459116918723","3.81754956782427","3.79019879705271","3.71057703561972","3.31275943557138","2.4756314122004","1.87480682870633","1.6738549607483","1.57213977161174","1.66691499395556","1.83959151572247","1.8803829209781","1.89106672511376","1.87556633955799","1.76930137184721","1.14853781475535","0.780749034617928","0.691191802242282","0.60174585355635","0.520623217868372","0.442422772105729","0.358555440769477","0.287255738050861","0.213237457313467","-0.133220115954326","-0.347205182959895","-0.417236293185323","-0.520207572177669",
"Aruba","ABW","Rural population","SP.RUR.TOTL","26880","27481","27918","28318","28673","28980","29239","29362","29347","29286","29184","29050","29078","29339","29676","30025","30271","30415","30559","30701","30840","31021","31280","31570","31823","31984","32031","31990","31941","32082","32646","33726","35097","36478","37970","39475","41014","42610","44256","45929","47476","48666","49587","50424","51223","52084","53051","54058","55090","56133","57135","57795","58248","58652","59006","59314","59577","59791","59963","60091","60011","59803","59554","59245",
"Aruba","ABW","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505922165820643","0.48582995951417","0.429978118161926","0.407916806440792","0.383268482490272","0.0186075360521011","0.0186174866510853","0.0180539339920836","0.0180105822419485","0.0175662581169615","0.0173277773977134","0.0175077037289373","0.0178385963799542","0.0169973987102413","0.0199068534264945","0.0204920878910203","0.0203949029261921","0.0214687486582032","0.0178174595128952","0.0148129732019303","0.0125197884306596","0.0186117680674113","0.0239185699152083","0.0222530297372096","0.0275726826443453","","","","",
"Aruba","ABW","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6681564.24581006","6703910.61452514","6586592.17877095","6793296.08938548","6603351.95530726","348603.351955307","353072.625698324","354189.944134078","368156.424581006","396089.38547486","408938.547486034","432402.234636871","477653.631284916","483240.223463687","508379.888268156","502793.296089385","537988.826815642","561452.51396648","486033.519553073","413407.82122905","370949.720670391","555307.262569832","739664.804469274","729050.279329609","936312.849162011","","","","",
"Aruba","ABW","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","ER.H2O.FWAG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Rural population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.888374504841017","","","","","","","","","","0.583561522516028","","","","","","","","","","","","","","","0.391895298861223","","","","","","","","",
"Aruba","ABW","Agricultural nitrous oxide emissions (% of total)","EN.ATM.NOXE.AG.ZS","","","","","","","","","","","38.6768540271874","38.4068734749838","38.1812162977377","38.453768559524","38.4302517575366","38.4891968091956","26.7635916306887","25.5512883186342","13.3253678297315","11.6900860857792","11.3430248039349","9.90514818122231","9.13746066337608","9.62415967547847","8.9403125148496","8.01542409082439","10.7381834721823","7.88637025329618","6.5492189723632","6.02934056837559","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.AG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Agricultural methane emissions (% of total)","EN.ATM.METH.AG.ZS","","","","","","","","","","","7.81421030039674","7.66006558122809","7.51350582031861","7.37638819791023","7.25186175131417","7.1368728744082","6.95855804144777","6.86024705076641","6.54509894939719","6.41305105257498","6.31702351206149","6.18933535805329","6.07430067722162","5.99238385349234","5.86655468078772","5.73265496772068","5.78249982141771","5.59873522218585","5.50322899312953","5.37460693156412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","98.3737741616736","98.4282597493425","98.5017492013514","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Aruba","ABW","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Surface area (sq. km)","AG.SRF.TOTL.K2","","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","","",
